,dependency,repo,dependencyType,monthsFromAbandonmentToRemoval,depAbandonedAt,abandonmentTypeBinary,statusEver,repoAgeAtAbandonment,totalNumDependencies,numNormalDeps,numDevDeps,totalDependencyChurn,repoSize,numCommits,numMaintainers,numCorporateCommits,useDepManagementTools,hasCoC,hasContributing,hasLicense,hasIssueTemplate,hasPRTemplate,hasREADME,numREADMEHeaders,avgTechnicalLagDays,medianTechnicalLagDays,hasTechnicalLag,numIssuesOpened,numIssuesClosed,latestCommit,numStarsCurrent
908,json-loader,pgregory/wetracker,dependency,NA,8/1/18,explicit-notice,0,21,48,33,15,1,18044,7,2,0,0,0,1,1,1,1,1,0,242.1956522,216.5,1,1,1,8/1/21,78
149,twitter,philhawksworth/hawksworx.com,devDependency,6,3/1/18,activity-based,1,50,20,2,18,55,15396,296,1,0,0,0,0,1,0,0,1,6,110.6666667,0,1,1,1,8/1/23,114
848,eslint-loader,Pieterv24/blackboard-api-react-example,dependency,NA,9/1/20,explicit-notice,0,20,52,52,0,0,1264,0,0,0,0,0,0,0,0,0,1,12,494.7916667,594,1,0,0,9/1/21,1
893,script-loader,pingchongqing/siteAdmin,dependency,NA,11/1/19,explicit-notice,0,3,60,17,43,61,1548,9,2,0,0,0,0,1,0,0,1,0,381.6551724,427,1,0,0,7/1/20,0
254,react-native,pitkane/react-native-sudoku,dependency,NA,1/1/17,activity-based,0,9,17,10,7,17,448,16,1,0,0,0,0,1,0,0,1,7,82.25,37,1,0,0,7/1/17,0
169,split,plasne/tcp-comm,dependency,NA,7/1/19,explicit-notice,0,7,12,6,6,12,192,35,1,0,0,0,0,0,0,0,0,-1,14.8,0,1,0,0,9/1/19,0
757,cp-cli,playerljc/CT-BUILD,dependency,NA,3/1/19,explicit-notice,0,2,49,48,1,49,92,7,1,0,0,0,0,1,0,0,1,1,34.17391304,0,1,0,0,5/1/21,5
626,request,pluggyai/pluggy-node,dependency,6,2/1/20,explicit-notice,1,6,5,2,3,5,48,2,1,0,0,0,0,0,0,0,1,3,1.5,0,1,0,0,11/1/23,9
374,gulp-rev-replace,Pontiley/matreshka,devDependency,NA,5/1/18,explicit-notice,0,9,94,24,70,160,976,10,1,0,0,0,0,0,0,0,0,-1,3.091954023,0,1,0,0,10/1/20,0
49,cordova-plugin-console,pouyya/my-first-repository,dependency,5,9/1/17,explicit-notice,1,5,49,43,6,106,32596,282,2,0,0,0,1,1,0,0,0,-1,14.08695652,0,1,0,0,7/1/18,0
258,react-native-gifted-spinner,prabhaav/inphood-rndev,dependency,NA,7/1/16,explicit-notice,0,3,14,13,1,24,2100,40,2,0,0,0,0,0,0,0,0,-1,28.61538462,0,1,0,0,1/1/18,0
345,hubot-help,princiweb/robo_tope,dependency,NA,4/1/18,activity-based,0,30,18,18,0,13,120,18,2,0,0,0,0,0,0,0,1,13,63.05882353,0,1,0,0,10/1/18,2
526,child-process-promise,prisma/prep,dependency,NA,4/1/17,activity-based,0,11,17,11,6,102,272,55,2,0,0,0,0,1,0,0,1,11,4.25,0,1,4,2,11/1/18,374
891,purifycss-webpack,probot/smee-client,dependency,30,2/1/18,explicit-notice,1,4,54,35,19,101,224,185,3,0,0,0,0,1,0,0,1,6,21.51923077,0,1,12,11,11/1/23,347
474,grunt-postcss,processing/p5.js-website,devDependency,NA,10/1/17,explicit-notice,0,28,22,0,22,3,144388,455,4,1,0,0,0,0,0,0,1,8,304.5714286,66,1,44,38,12/1/23,229
414,redux-pack,Projectwise/projectwise-app,dependency,NA,1/1/18,activity-based,0,10,27,18,9,54,884,66,1,0,0,0,1,0,0,0,1,125,0,0,0,1,0,7/1/18,12
746,rollup-plugin-node-resolve,PTiCA1/HTML5-Vue-Starter-Pack,devDependency,17,12/1/19,explicit-notice,1,3,36,2,34,38,640,8,1,0,0,0,0,1,0,0,1,5,74.73529412,0,1,0,0,5/1/22,0
84,vex-dialog,Puddnhead/thistroll.static,dependency,NA,3/1/18,activity-based,0,8,32,9,23,38,948,90,1,0,0,0,0,0,0,0,0,-1,50.61290323,0,1,0,0,6/1/18,0
396,karma-phantomjs-launcher,qdouble/angular-webpack-starter,devDependency,NA,12/1/17,activity-based,0,15,96,37,59,147,848,51,1,0,0,0,0,1,0,0,1,16,118.7717391,77,1,76,70,9/1/18,891
31,angular-ui-bootstrap,qiniu/kodo-browser,devDependency,21,5/1/19,explicit-notice,1,16,42,8,34,129,97788,130,2,0,0,0,0,1,0,0,1,14,100.575,0,1,0,0,10/1/23,155
129,ng2-img-cropper,qjon/angular2-filemanager,dependency,NA,2/1/18,explicit-notice,0,12,55,28,27,149,2640,61,1,0,0,0,0,1,0,0,1,23,97.25,16.5,1,3,3,11/1/18,15
210,mint-ui,qlmgg/vue-movie,dependency,NA,6/1/18,activity-based,0,10,69,12,57,69,4820,61,2,0,0,0,0,1,0,0,1,15,94.30882353,0,1,0,0,12/1/19,0
85,ng2-cookies,quimmp26/time-tracking,dependency,NA,12/1/18,activity-based,0,17,31,14,17,0,200,0,0,0,0,0,0,0,0,0,1,2,348.3666667,226,1,0,0,1/1/21,0
470,yaml-ast-parser,Quramy/alrecchino,dependency,7,12/1/18,activity-based,1,2,24,15,9,28,660,100,1,0,0,0,0,1,0,0,1,6,0,0,0,3,0,9/1/20,4
883,extract-text-webpack-plugin,qwertyyb/movie-query,dependency,NA,5/1/19,explicit-notice,0,14,48,47,1,5,844,5,1,0,0,0,0,0,0,0,1,139,368.7826087,406,1,0,0,10/1/19,0
255,react-native,radiSaclay/radiClient,dependency,NA,1/1/17,activity-based,0,1,7,3,4,7,452,6,2,0,0,0,0,0,0,0,0,-1,45.5,15,1,0,0,3/1/17,0
153,weather-js,rafi1010/gpdiscordbot,dependency,NA,3/1/19,explicit-notice,0,8,20,20,0,20,432,118,1,0,0,0,0,0,0,0,1,1,102.375,0,1,0,0,11/1/20,1
354,i18next-xhr-backend,rage/wepa-20,dependency,NA,4/1/20,explicit-notice,0,3,79,72,7,79,5388,29,1,0,0,0,0,0,0,0,1,6,85.15277778,0,1,0,0,11/1/21,0
615,request,ramnathteja/megabox,dependency,8,2/1/20,explicit-notice,1,6,43,12,31,172,32720,11,1,0,0,0,1,1,0,1,1,8,334.0526316,0,1,0,0,12/1/20,1
535,phonegap-plugin-push,ravimittal16/fieldProPlus,dependency,NA,9/1/20,explicit-notice,0,51,34,26,8,23,34272,37,1,0,0,0,1,1,1,0,1,1,358.5666667,0,1,0,0,2/1/23,0
860,eslint-loader,ray5273/TMP_extension,dependency,NA,9/1/20,explicit-notice,0,17,77,77,0,0,1472,2,2,0,1,0,0,0,0,0,1,6,362.0985915,438,1,0,0,5/1/21,0
70,express-jwt,rayzik/timetable,dependency,NA,1/1/18,activity-based,0,14,64,39,25,39,3540,58,1,0,0,0,0,0,0,0,0,-1,108.1451613,0,1,0,0,5/1/18,1
429,angular-smart-table,rcagnol/arkheia,dependency,NA,8/1/18,activity-based,0,13,132,45,87,6,11776,10,1,0,0,0,0,0,0,0,1,5,215.5826772,0,1,0,0,10/1/21,0
168,split,rclark/grand-canyon-geology,dependency,16,7/1/19,explicit-notice,1,66,1,1,0,0,1468,3,1,0,0,0,0,0,0,0,1,0,-2,-2,-2,1,1,6/1/23,10
947,@zeit/next-css,rdiazv/mercadolibre-test,dependency,NA,12/1/20,explicit-notice,0,10,35,12,23,43,1560,57,1,0,0,0,0,0,0,0,1,6,93.63636364,0,1,0,0,3/1/21,0
93,mailgun-js,react-dev-216/react-shrine,dependency,NA,12/1/20,explicit-notice,0,15,117,80,37,0,1044,0,0,0,0,0,0,0,0,0,1,6,161.6330275,0,1,0,0,4/1/21,0
279,babel-preset-es2015-webpack,react-page/react-page,dependency,3,8/1/16,explicit-notice,1,4,33,7,24,70,20860,24,1,0,0,0,0,0,0,0,1,0,40.16129032,10,1,9,7,4/1/23,9311
592,react-router-redux,react-redux-antd-es6/react,dependency,NA,7/1/18,explicit-notice,0,19,56,19,37,82,2356,7,1,0,0,0,0,1,0,0,1,17,90.88679245,0,1,3,3,10/1/18,1080
297,sw-toolbox,rebecabmfonseca/sistema_aluno,dependency,NA,4/1/19,explicit-notice,0,2,29,27,2,29,2248,12,1,0,0,0,0,0,0,0,1,2,204.7142857,108,1,0,0,6/1/19,0
875,extract-text-webpack-plugin,redhawkIT/WebVR-Chat,dependency,NA,5/1/19,explicit-notice,0,15,101,87,14,0,860,0,0,0,0,0,0,1,0,0,1,1,299.8659794,224,1,0,0,12/1/21,0
748,rollup-plugin-replace,reduxjs/redux-toolkit,devDependency,0,10/1/19,explicit-notice,1,19,32,6,26,58,1288,129,8,0,0,0,0,1,0,0,1,4,26.61290323,0,1,54,52,12/1/23,10092
77,babel-preset-env,relay-tools/react-relay-network-layer,devDependency,14,7/1/17,explicit-notice,1,15,23,0,22,51,328,53,4,0,0,0,0,1,0,0,1,8,48.59090909,0,1,19,14,11/1/18,275
491,country-data,Restocks/stndrd,dependency,NA,10/1/17,activity-based,0,17,6,4,2,0,48,2,2,0,0,0,0,1,0,0,1,8,277.4,332,1,0,0,11/1/17,5
710,request,reverentgeek/replygif,dependency,NA,2/1/20,explicit-notice,0,40,9,1,8,0,132,0,0,0,0,0,0,1,0,0,1,6,617.5,919,1,0,0,12/1/22,0
521,tslint,Reyesoft/ci,dependency,NA,1/1/20,explicit-notice,0,19,11,11,0,4,584,21,2,0,1,0,0,0,0,0,1,7,476.4,577,1,0,0,9/1/21,0
728,request,rht-labs/infographic,dependency,NA,2/1/20,explicit-notice,0,43,12,5,7,0,6908,3,1,3,0,0,0,1,0,0,1,8,273,0,1,1,1,4/1/23,6
895,script-loader,ri0t/isomer-frontend,dependency,NA,11/1/19,explicit-notice,0,57,117,70,47,39,6568,39,1,0,0,0,0,1,0,0,0,-1,159.4150943,0,1,0,0,10/1/20,0
463,jeet,richard-shi/website,dependency,NA,5/1/18,activity-based,0,12,12,3,9,12,4208,21,2,0,0,0,0,0,0,0,0,-1,751.3636364,792,1,0,0,9/1/22,3
223,gatsby-plugin-prefetch-google-fonts,richardtaylordawson/website,dependency,29,11/1/20,explicit-notice,1,7,26,25,1,26,1280,1,1,0,0,0,0,1,0,0,1,7,50.58333333,0,1,0,0,6/1/23,2
126,create-hash,ripple/ripple-address-codec,dependency,NA,7/1/18,activity-based,0,37,8,2,6,3,44,1,1,0,0,0,0,0,0,0,1,4,132.2857143,0,1,1,0,11/1/21,23
194,shortid,ritujadixit1/xebia-scart,dependency,NA,7/1/20,explicit-notice,0,2,10,10,0,10,836,20,1,0,0,0,0,0,0,0,1,12,58.44444444,0,1,0,0,1/1/21,1
163,event-stream,robsonrosilva/advpl-sintaxe,dependency,0,11/1/18,explicit-notice,1,2,17,6,11,21,760,82,3,0,0,0,0,0,0,0,1,47,138,0,1,5,3,10/1/22,12
554,route-parser,robtweed/qewd-router,dependency,NA,10/1/17,activity-based,0,9,1,1,0,1,44,13,1,0,0,0,0,0,0,0,1,4,-2,-2,-2,0,0,2/1/18,5
76,babel-preset-env,rockylhc/reactjs-dev,dependency,NA,7/1/17,explicit-notice,0,3,44,36,8,63,2132,8,1,0,0,0,0,0,0,0,1,0,53.84210526,0,1,0,0,8/1/17,0
267,react-scroll-to-component,Roguelearg/cv-website,dependency,NA,7/1/18,activity-based,0,3,7,6,1,7,84,8,3,0,0,0,0,0,0,0,1,0,8.833333333,0,1,0,0,9/1/18,0
761,nodemailer-sendgrid-transport,roommen/cbweb,dependency,NA,11/1/18,activity-based,0,25,30,30,0,0,9832,3,1,0,0,0,0,1,0,0,1,1,496.5,443,1,0,0,10/1/19,0
316,gulp-util,roscorcoran/gulp-html-to-data-uri,devDependency,NA,12/1/17,explicit-notice,0,30,7,2,5,0,36,0,0,0,0,0,0,1,0,0,1,1,277.5,246,1,0,0,2/1/18,2
903,uglifyjs-webpack-plugin,RosenborgSupporterSoftware/RUSK,dependency,NA,12/1/19,explicit-notice,0,13,19,7,12,90,7204,259,2,0,0,0,0,1,1,0,1,3,20.11111111,0,1,30,0,3/1/21,1
205,electron-prebuilt,royhodge/electron-unibit,dependency,NA,10/1/17,explicit-notice,0,14,19,7,12,2,388,2,1,0,0,0,0,1,0,0,1,1,23.38888889,0,1,0,0,3/1/18,0
797,co,rse/microkernel-mod-config,dependency,16,1/1/17,activity-based,1,8,11,3,5,15,28,8,1,0,0,0,0,0,0,0,1,0,80.5,60,1,0,0,1/1/21,0
164,JSONStream,rubensworks/sparqljson-parse.js,dependency,43,12/1/18,explicit-notice,1,7,15,2,13,30,248,35,1,0,1,0,0,1,0,0,1,8,12.07142857,0,1,4,4,3/1/23,4
652,request,rvvergara/node-weather-app,dependency,NA,2/1/20,explicit-notice,0,4,4,1,3,4,120,15,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7/1/20,0
209,mint-ui,rywaroy/homepage_mobile,dependency,NA,6/1/18,activity-based,0,3,17,5,12,17,936,19,2,0,0,0,0,0,0,0,1,6,35.4375,0,1,0,0,2/1/19,0
539,chai-enzyme,sabinmarcu/websweeper,dependency,NA,7/1/18,activity-based,0,5,47,43,4,47,448,5,1,0,0,0,0,0,0,0,0,-1,47.52631579,0,1,0,0,8/1/18,0
211,redux-localstorage,saiboten/onskdeg,dependency,22,1/1/17,activity-based,1,3,47,23,24,51,316,73,2,0,0,0,0,0,0,0,1,3,28.08695652,0,1,0,0,12/1/22,3
459,then-redis,sairoutine/kohrindo,dependency,NA,8/1/16,explicit-notice,0,13,23,23,0,24,101348,130,1,0,0,0,0,0,0,0,1,36,108.4545455,0,1,9,0,3/1/19,1
914,circular-json,Salaron/nulldef,dependency,6,10/1/19,explicit-notice,1,3,25,9,16,46,184,6,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,5/1/21,0
944,@zeit/next-css,sali73/portfolio-frontend,dependency,NA,12/1/20,explicit-notice,0,5,27,27,0,27,40600,360,2,0,0,0,0,0,0,0,1,2,177.8076923,154,1,0,0,6/1/21,0
523,tslint,SanCoder-Q/js-fp,dependency,NA,1/1/20,explicit-notice,0,9,8,8,0,8,220,5,1,0,0,0,0,0,0,0,1,2,15.85714286,0,1,0,0,9/1/22,0
814,gulp-uglifycss,sandersmit/sandboxgulp4,devDependency,NA,7/1/18,activity-based,0,1,24,4,20,25,656,2,1,0,0,0,0,0,0,0,0,-1,14.91304348,0,1,0,0,9/1/21,0
337,csswring,SassNinja/postcss-extract-media-query,dependency,12,12/1/18,explicit-notice,1,7,7,4,2,7,1076,34,1,0,0,0,0,1,0,0,1,13,55,0,1,2,0,10/1/21,122
175,ionic-plugin-keyboard,saurabhbandawar3/lafo,dependency,NA,1/1/18,explicit-notice,0,1,41,39,2,41,3172,3,1,0,0,0,0,0,0,0,0,-1,33.53846154,28,1,0,0,4/1/18,0
599,react-router-redux,Sawtaytoes/Tabletop-Helper,dependency,NA,7/1/18,explicit-notice,0,29,62,39,23,0,768,0,0,0,0,0,0,1,0,0,1,16,167.1785714,25.5,1,0,0,5/1/21,0
704,request,sayantank22/node3-weather-website,dependency,NA,2/1/20,explicit-notice,0,3,3,3,0,3,768,7,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,5/1/23,0
617,request,sbn-psi/archive-loader,dependency,19,2/1/20,explicit-notice,1,9,16,15,1,22,2328,195,2,0,0,0,0,1,0,0,1,10,0.214285714,0,1,3,0,10/1/23,0
284,gitbook-cli,scala-text/scala_text,devDependency,40,8/1/17,activity-based,1,19,26,0,26,27,3248,141,5,0,0,0,0,0,0,0,1,24,145.75,172,1,5,5,11/1/23,481
778,express-minify,schuaBob/ncufresh18,dependency,NA,11/1/20,explicit-notice,0,28,28,28,0,0,997884,2,1,0,0,0,0,1,1,1,1,35,466,439,1,0,0,11/1/21,0
61,express-brute-mongo,schulzetenberg/Data-Collector,dependency,54,3/1/18,explicit-notice,1,28,91,77,14,100,3376,24,2,0,0,0,0,0,0,0,1,0,133.9431818,0,1,0,0,10/1/22,1
705,request,scottmey/linkipedia,dependency,10,2/1/20,explicit-notice,1,51,13,10,3,1,504,2,2,0,1,0,0,0,0,0,1,3,505.1,0,1,0,0,7/1/22,7
243,markdown,scvodigital/http,dependency,NA,2/1/19,explicit-notice,0,4,31,31,0,46,2400,98,1,0,0,0,0,1,0,0,1,1,0.346153846,0,1,0,0,12/1/22,0
788,glamor,sean-clayton/chat-app,dependency,NA,8/1/18,activity-based,0,9,8,6,2,8,428,19,1,0,0,0,0,0,0,0,1,5,41.83333333,0,1,0,0,11/1/18,0
105,fetch-ie8,sebastiansandqvist/mithril-examples,dependency,NA,5/1/17,activity-based,0,7,15,5,10,20,520,130,1,0,0,0,1,0,0,0,1,3,128.8461538,157,1,1,1,3/1/19,24
230,doctrine,Semantic-Org/Semantic-UI-React,devDependency,NA,12/1/18,explicit-notice,0,38,93,7,84,348,14992,323,29,0,1,0,1,1,1,0,1,12,35.06818182,0,1,574,543,12/1/23,13133
542,memory-cache,sevenleaps/soccer-goals-bot,dependency,39,7/1/17,activity-based,1,18,16,16,0,3,48,2,1,0,0,0,0,0,0,0,1,4,542.9333333,480,1,0,0,2/1/22,0
567,react-navigation-stack,sfs-atul/Tripper,dependency,NA,2/1/20,explicit-notice,0,1,26,18,8,26,3544,12,1,0,0,0,0,0,0,0,0,-1,33.04,0,1,0,0,10/1/20,2
340,dns-prefetch-control,shahrestanaki/taavon,dependency,NA,6/1/20,explicit-notice,0,23,426,426,0,1,44624,6,2,0,0,1,1,1,0,0,1,1,594.8405797,646.5,1,0,0,5/1/21,0
892,script-loader,shanebdavis/caffeine-script-runtime,devDependency,NA,11/1/19,explicit-notice,0,33,17,1,16,27,280,22,1,0,0,0,0,0,0,0,1,3,15.0625,0,1,0,0,4/1/20,0
113,blessed,SheetJS/wk,dependency,NA,6/1/17,activity-based,0,1,6,5,1,6,496,2,1,0,0,0,0,1,0,0,1,4,0,0,0,0,0,2/1/20,20
846,eslint-loader,SheiYuZhengFeng/EShiEYou-fe,dependency,NA,9/1/20,explicit-notice,0,8,87,86,1,94,2476,170,1,0,0,0,0,0,0,0,1,6,142.4444444,101,1,0,0,1/1/22,0
391,methods,Shivamnema/medium-clone,dependency,NA,9/1/18,activity-based,0,5,20,18,2,23,92,17,1,0,0,0,0,0,0,0,0,-1,602.7368421,668,1,0,0,7/1/20,0
938,ng2-validation,shivbhatia/SolarSite,dependency,NA,9/1/17,explicit-notice,0,3,65,47,18,65,90780,40,1,0,0,0,0,1,0,0,1,7,11.89830508,0,1,0,0,12/1/17,0
792,linklocal,shoutem/cli,dependency,NA,10/1/18,activity-based,0,22,69,60,9,8,920,66,5,0,0,0,0,1,0,0,1,0,418.9076923,410,1,13,6,12/1/23,31
854,eslint-loader,ShuntaH/myblog_nuxt_ts_contentful,dependency,NA,9/1/20,explicit-notice,0,7,30,15,15,67,2308,192,3,0,1,0,0,0,0,0,1,8,70.36,0,1,19,0,4/1/23,3
606,react-router-redux,sialvsic/react-project-boilerplate-project,dependency,10,7/1/18,explicit-notice,1,19,46,12,34,0,412,0,0,0,0,0,0,1,0,0,1,9,240.1333333,260,1,0,0,6/1/19,0
647,request,Sidorakh/prednidrone,dependency,NA,2/1/20,explicit-notice,0,9,8,8,0,13,188,42,3,0,0,0,0,1,0,0,1,1,6.714285714,0,1,0,0,6/1/21,0
597,react-router-redux,simonluu/shengji-app,dependency,26,7/1/18,explicit-notice,1,13,23,21,2,8,2112,16,1,0,0,0,0,0,0,0,1,2,104.5909091,0,1,0,0,9/1/20,2
249,react-native,simors/HLife,dependency,NA,1/1/17,activity-based,0,1,45,41,4,59,6676,533,4,0,0,0,0,0,0,0,1,1,10.04761905,0,1,0,0,10/1/17,2
721,request,sintaxi/surge,dependency,NA,2/1/20,explicit-notice,0,67,20,15,5,11,396,22,2,0,0,0,0,0,0,0,1,3,509.8333333,210,1,12,4,1/1/22,2775
588,react-router-redux,SirKettle/play,dependency,NA,7/1/18,explicit-notice,0,4,86,31,55,86,868,12,1,0,0,0,0,1,0,0,1,5,127.7857143,0,1,0,0,11/1/18,0
560,react-navigation-stack,Sithija97/Expo---WeChat,dependency,19,2/1/20,explicit-notice,1,2,12,10,2,12,1736,10,1,0,0,0,0,0,0,0,0,-1,35.7,0,1,0,0,10/1/21,0
557,react-navigation-drawer,Skt2021/BookNiche,dependency,NA,2/1/20,explicit-notice,0,3,22,21,1,28,880,55,3,0,0,0,0,0,0,0,1,0,64.6,0,1,0,0,10/1/20,1
471,pipetteur,SlexAxton/css-colorguard,dependency,NA,1/1/17,activity-based,0,30,13,10,3,2,76,18,3,0,0,0,0,0,0,0,1,16,108.5833333,0,1,8,4,8/1/18,2447
300,sw-toolbox,slvtrs/adjacent,dependency,NA,4/1/19,explicit-notice,0,23,64,60,4,31,65248,9,1,0,0,0,0,0,0,0,1,2,278.8688525,70,1,0,0,6/1/19,0
690,request,slzhffktm/days-til-birthday,dependency,NA,2/1/20,explicit-notice,0,1,18,10,8,18,9528,11,2,0,0,0,0,0,0,0,1,6,15.625,0,1,0,0,8/1/20,0
587,react-router-redux,snwolak/steemblr,dependency,3,7/1/18,explicit-notice,1,4,43,36,7,85,1032,219,2,0,0,0,0,1,0,0,1,5,11.7804878,0,1,0,0,7/1/20,11
413,leaflet-draw,Softheon/Foundry0.29.3,dependency,NA,12/1/18,activity-based,0,6,139,69,70,139,46448,68,2,0,0,0,1,1,1,1,1,12,173,0,1,0,0,4/1/19,0
327,gulp-util,solosya/aap_newsroom,devDependency,NA,12/1/17,explicit-notice,0,11,13,0,13,43,31872,574,2,0,0,0,1,1,0,0,1,1,46,0,1,0,0,11/1/23,0
190,shortid,songxing66/antd-pro-base,dependency,NA,7/1/20,explicit-notice,0,7,151,59,90,161,1544,11,1,0,1,0,1,1,1,1,1,3,103.1888112,0,1,0,0,3/1/21,0
408,superagent-jsonp,SonyaMoisset/celcius,dependency,NA,4/1/18,activity-based,0,24,9,4,5,0,760,0,0,0,0,0,0,0,0,0,1,1,179.375,184,1,0,0,5/1/22,0
885,extract-text-webpack-plugin,Sophia-Sergio/react-burger,dependency,NA,5/1/19,explicit-notice,0,14,41,41,0,2,1216,2,1,0,0,0,0,0,0,0,1,139,416.8974359,479,1,0,0,7/1/19,0
409,laravel-elixir,SorokinStanislav/uir,dependency,NA,3/1/20,explicit-notice,0,59,18,17,1,31,730076,86,3,0,1,0,0,1,0,0,1,8,91.8125,0,1,0,0,6/1/22,3
7,mkdirp-promise,sourcegraph/sourcegraph,devDependency,0,4/1/20,explicit-notice,1,35,272,87,185,4317,69660,3831,18,0,1,0,1,1,1,1,1,7,18.97619048,0,1,2004,1727,11/1/23,9128
801,native-dns,sp9usb/GDNSCache,dependency,NA,9/1/17,activity-based,0,41,8,5,3,0,92,0,0,0,0,0,0,1,0,0,1,0,761.8571429,841,1,0,0,2/1/18,0
333,gulp-util,spaguette/reactjs-boilerplate,dependency,9,12/1/17,explicit-notice,1,5,32,21,11,32,412,10,3,0,0,0,0,1,0,0,1,5,469.9354839,443,1,0,0,6/1/21,0
114,clarifai,spencerericfong/not-face-blind,dependency,NA,7/1/20,explicit-notice,0,12,9,9,0,10,716,82,1,0,1,0,0,0,0,0,1,1,81.57142857,0,1,0,0,9/1/21,0
487,fstream,spmjs/spm-client,dependency,NA,4/1/17,activity-based,0,32,28,18,10,0,388,0,0,0,0,0,0,0,0,0,1,12,384.6296296,285,1,0,0,1/1/19,10
545,resize-observer-polyfill,springboardVR/vue-sliderX,dependency,NA,1/1/19,activity-based,0,11,19,3,15,22,756,44,1,0,0,0,0,0,0,0,1,1,127.1428571,115,1,0,0,12/1/20,0
686,request,sprjr/json-proxy-middleware,dependency,NA,2/1/20,explicit-notice,0,19,15,3,12,0,256,4,1,0,0,0,0,0,0,0,1,8,386.6923077,497,1,0,0,12/1/21,1
584,react-autocomplete,srnd/www,dependency,NA,11/1/18,explicit-notice,0,50,49,47,2,127,7708,93,1,0,0,0,0,1,0,0,1,3,15.28947368,0,1,0,0,8/1/20,7
949,eslint-plugin-flow-vars,sstur/react-rte,devDependency,NA,8/1/16,explicit-notice,0,6,33,9,22,110,316,202,1,0,0,0,1,1,0,0,1,17,9.533333333,0,1,55,44,5/1/23,2842
775,sb-memoize,steelbrain/npm-path,dependency,17,7/1/17,explicit-notice,1,16,7,2,5,27,104,40,2,0,1,0,0,1,0,0,1,4,9.8,0,1,0,0,5/1/20,3
818,merge-graphql-schemas,stefanhranek/slack-clone,dependency,NA,5/1/20,explicit-notice,0,1,14,14,0,14,300,21,1,0,0,0,0,0,0,0,1,1,48.69230769,0,1,0,0,7/1/20,0
26,reactify,stefanszasz/react-battleship,dependency,NA,6/1/16,explicit-notice,0,9,24,14,10,25,3436,8,1,0,0,0,0,0,0,0,1,1,26.39130435,0,1,0,0,12/1/16,1
935,yeoman-assert,stereosuper/generator-stereobase,dependency,NA,9/1/18,activity-based,0,29,20,17,3,22,700,70,3,0,0,0,0,1,0,0,1,9,73.94736842,0,1,10,7,6/1/21,9
36,angulartics,steve20170207/nginx-public-22,dependency,NA,6/1/18,activity-based,0,14,46,26,20,46,33248,30,1,0,0,0,0,0,0,0,1,0,372.4186047,406,1,0,0,4/1/19,0
51,apollo-link-state,stevejay/because-npm-web-public,dependency,NA,1/1/19,explicit-notice,0,2,41,41,0,62,1364,26,1,0,0,0,0,1,0,0,1,3,3.702702703,0,1,0,0,2/1/19,1
290,sw-toolbox,stillaz/maestros,dependency,NA,4/1/19,explicit-notice,0,10,44,42,2,64,2524,52,3,0,0,0,0,1,0,0,0,-1,181.4285714,58,1,0,0,7/1/20,0
787,bourbon-neat,strassentechnik/fugifix,dependency,NA,10/1/19,explicit-notice,0,37,52,35,17,0,26540,0,0,0,0,0,0,1,0,0,1,1,526.0784314,721,1,0,0,1/1/21,0
381,gulp-rsync,STS-Rosario/carpoolear_backend,devDependency,1,6/1/17,activity-based,1,9,9,1,8,11,1672,160,1,0,0,0,1,1,0,0,1,4,0,0,0,0,0,9/1/23,56
764,should,Stwissel/node-red-contrib-salesforce,devDependency,NA,11/1/20,explicit-notice,0,64,12,3,9,11,360,4,3,0,1,0,0,1,0,0,1,14,153.6363636,134,1,1,0,1/1/23,10
235,ethereumjs-util,stwith/ckb.pw,dependency,NA,2/1/20,explicit-notice,0,2,17,11,6,20,1472,11,1,0,0,0,0,0,0,0,1,6,76.4375,0,1,0,0,3/1/20,0
759,postcss-smart-import,subakva/niarevo,dependency,NA,1/1/18,explicit-notice,0,46,30,29,1,30,1252,50,1,0,0,0,0,0,0,0,1,3,22.35714286,0,1,0,0,1/1/22,2
389,browserify-incremental,SumOfUs/Champaign,devDependency,3,3/1/17,activity-based,1,23,73,30,43,120,10384,1285,6,0,0,0,0,1,0,0,1,7,42.97058824,0,1,8,4,3/1/23,49
896,script-loader,sunnj/story-admin-console,dependency,NA,11/1/19,explicit-notice,0,5,61,13,48,67,1168,20,1,0,0,0,0,1,0,0,1,7,293.9482759,340,1,0,0,5/1/22,20
96,webshot,sunya9/cafemenu2twitter,dependency,8,1/1/17,activity-based,1,7,17,8,9,17,80,6,1,0,0,0,0,1,0,0,1,1,81.75,0,1,0,0,9/1/17,0
905,json-loader,superdesk/superdesk-client-core,dependency,NA,8/1/18,explicit-notice,0,31,99,81,17,453,18668,1280,13,0,0,0,1,1,0,0,1,16,146.9090909,0,1,1,1,11/1/23,31
867,extract-text-webpack-plugin,supermanklk/back_myblog,dependency,NA,5/1/19,explicit-notice,0,8,58,56,2,61,4696,83,4,0,0,0,0,0,0,0,1,1,321.4642857,367,1,0,0,7/1/19,2
575,react-navigation-tabs,surfbnb/app,dependency,NA,2/1/20,explicit-notice,0,8,67,59,8,414,6736,2941,6,0,0,0,0,0,0,0,1,13,41.21538462,0,1,0,0,11/1/20,0
